word_uk,value,len,word_en
відправа,10,8,ceremony
відхід,10,6,departure
вкинути,10,7,to throw in
вкотре,10,6,once again
влізти,10,6,to climb in
вогник,10,6,light
ворожий,10,7,hostile
впритул,10,7,close up
вручити,10,7,to hand over
встояти,10,7,to resist
вступ,10,5,introduction
втілити,10,7,to embody
гадати,10,6,to guess
гармидер,10,8,rabble
ге,10,2,hey
геніталії,10,9,genitals
гепатит,10,7,hepatitis
гілка,10,5,branch
гіп-гоп,10,7,hip-hop
гоління,10,7,shaving
горобець,10,8,sparrow
горох,10,5,pea
графіті,10,7,graffiti
грим,10,4,makeup
грішми,10,6,money
гумор,10,5,humor
дантист,10,7,dentist
дартс,10,5,darts
девіз,10,5,motto
демонструвати,10,13,demonstrate
дискомфорт,10,10,discomfort
діне,10,4,will die
довжина,10,7,length
догадка,10,7,guess
долати,10,6,overcome
домовлятися,10,11,negotiate
домогтися,10,9,to achieve
древній,10,7,ancient
дротик,10,6,dart
дружити,10,7,to be friends
дружка,10,6,bridesmaid
егоїзм,10,6,selfishness
е-е-е,10,5,uh-uh
екскурсія,10,9,excursion
еллін,10,5,Hellene
ентузіазм,10,9,enthusiasm
еспресо,10,7,espresso
живеться,10,8,is lived
жонатий,10,7,married
заборонене,10,10,forbidden
завалити,10,8,to fill up
завіса,10,6,curtain
заїка,10,5,stutterer
замовляти,10,9,order
записник,10,8,notebook
запити,10,6,requests
запри,10,5,closed
запхати,10,7,cram
зара,10,4,dawn
зарадити,10,8,to help
заразити,10,8,to infect
зарядити,10,8,to charge
засідка,10,7,ambush
застереження,10,12,reservation
засунути,10,8,to push
заткнутися,10,10,to shut up
затьмарення,10,11,eclipse
затягти,10,7,to tighten
зачепити,10,8,hook
збагнути,10,8,understand
зберемося,10,9,let's get together
збудити,10,7,to arouse
звідусіль,10,9,from everywhere
злість,10,6,malice
знаходитися,10,11,to be
знешкодити,10,10,neutralize
знущатися,10,9,abuse
зрізати,10,7,cut
зцілити,10,7,to heal
йшлося,10,6,it was about
їдальня,10,7,dining room
ідентифікувати,10,14,identify
їзда,10,4,riding
кадет,10,5,cadet
капот,10,5,hood
капюшон,10,7,hood
карточка,10,8,card
католик,10,7,Catholic
кмітливий,10,9,clever
князь,10,5,prince
коваль,10,6,blacksmith
кода,10,4,code
кокон,10,5,cocoon
конкретніше,10,11,more specifically
конференція,10,11,conference
конфіденційність,10,16,confidentiality
концепція,10,9,concept
коньяк,10,6,cognac
користування,10,12,use
коричневий,10,10,brown
критик,10,6,critic
критичний,10,9,critical
кроля,10,5,rabbit
кружка,10,6,mug
кульок,10,6,balls
кусати,10,6,bite
лезо,10,4,blade
лей,10,3,lei
листопад,10,8,November
лікоть,10,6,elbow
лінкор,10,6,battleship
лісник,10,6,forester
ложка,10,5,spoon
ломбард,10,7,pawnshop
лорі,10,4,lori
люмен,10,5,lumen
лягати,10,6,lie down
магічний,10,8,magical
макіяж,10,6,makeup
матрац,10,6,mattress
матушка,10,7,mother
меркурій,10,8,Mercury
металевий,10,9,metal
міра,10,4,measure
модний,10,6,fashionable
модно,10,5,fashionably
молочний,10,8,lactic
монастир,10,8,monastery
морква,10,6,carrot
мура,10,4,wall
набридливий,10,11,annoying
нагадувати,10,10,remind
надання,10,7,granting
надходити,10,9,come
надягти,10,7,to put on
найкрутіший,10,11,the coolest
найсильніший,10,12,the strongest
найшвидший,10,10,fastest
наказати,10,8,order
народитися,10,10,to be born
настання,10,8,onset
нонсенс,10,7,nonsense
ночувати,10,8,sleep
обвал,10,5,collapse
обережність,10,11,caution
обертатися,10,10,rotate
обмежити,10,8,limit
обміркувати,10,11,to consider
огірок,10,6,cucumber
одеколон,10,8,cologne
окупація,10,8,occupation
оман,10,4,Oman
оплачувати,10,10,pay
оповідання,10,10,story
опудало,10,7,scarecrow
оригінал,10,8,original
оснований,10,9,founded
основний,10,8,basic
особливість,10,11,feature
оточити,10,7,surround
очка,10,4,points
очках,10,5,glasses
палка,10,5,stick
пантера,10,7,panther
парадокс,10,8,paradox
параліч,10,7,paralysis
параноя,10,7,paranoia
парафія,10,7,parish
паскудство,10,10,bawdry
патрон,10,6,cartridge
перебіг,10,7,course
перебільшення,10,13,exaggeration
перевантаження,10,14,overload
переконання,10,11,belief
пересадка,10,9,transplantation
пересуватися,10,12,move
перетворювати,10,13,convert
перуанський,10,11,Peruvian
пишеться,10,8,is written
пияк,10,4,drunkard
підземелля,10,10,dungeon
підозрювати,10,11,suspect
плавця,10,6,swimmer
пластик,10,7,plastic
платформа,10,9,platform
побратися,10,9,mate
погоджуватися,10,13,agree
погрожувати,10,11,threaten
подвоїти,10,8,double
по-доброму,10,10,in a kind way
покидати,10,8,leave
поклик,10,6,call
поламати,10,8,to break
політбюро,10,9,Politburo
польська,10,8,Polish
помилятися,10,10,be wrong
поміч,10,5,help
поперек,10,7,across
попросту,10,8,simply
порадитися,10,10,consult
послабити,10,9,to weaken
постукати,10,9,to knock
потепління,10,10,warming
похмурий,10,8,gloomy
почувати,10,8,feel
пошепки,10,7,in a whisper
пошкодити,10,9,hurt
пращурів,10,8,ancestors
пригальмувати,10,13,slow down
пригнічений,10,11,depressed
прикінчити,10,10,to finish
прилягти,10,8,lie down
приміряти,10,9,try on
примушувати,10,11,force
принижувати,10,11,humiliate
принизити,10,9,to humiliate
принтер,10,7,printer
приступити,10,10,to proceed
прихильниця,10,11,fan
приціл,10,6,sight
причетність,10,11,involvement
провернути,10,10,to turn
провокувати,10,11,provoke
провчити,10,8,to teach a lesson
прогодувати,10,11,to feed
проїхатися,10,10,to drive
прокидатися,10,11,wake up
проміжок,10,8,interval
просування,10,10,promotion
протилежність,10,13,opposite
пустий,10,6,empty
радіація,10,8,radiation
райдер,10,6,rider
резиденція,10,10,residence
ремонтувати,10,11,to repair
репетирувати,10,12,rehearse
рикошет,10,7,rebound
рити,10,4,dig
рідкість,10,8,rarity
ріст,10,4,growth
родитель,10,8,parent
розважити,10,9,to entertain
розкриття,10,9,disclosure
розпалити,10,9,to ignite
розробити,10,9,to develop
розташований,10,12,situated
розчавити,10,9,crush
ролик,10,5,roller
ручний,10,6,manual
сантиметр,10,9,centimeter
сауна,10,5,sauna
святилище,10,9,sanctuary
селянин,10,7,peasant
сеньйора,10,8,lady
сервіс,10,6,service
сердитий,10,8,angry
серйозніше,10,10,more seriously
сеча,10,4,urine
сидр,10,4,cider
симптом,10,7,symptom
сідло,10,5,saddle
скіпетр,10,7,scepter
скоротити,10,9,to reduce
скорпіон,10,8,Scorpio
слушний,10,7,right
снодійне,10,8,sleeping pills
собор,10,5,cathedral
солодощі,10,8,sweets
спагеті,10,7,spaghetti
спинитися,10,9,to stop
спиться,10,7,sleeping
співак,10,6,singer
сповідь,10,7,confession
сподівання,10,10,hope
спростити,10,9,simplify
староста,10,8,monitor
страчений,10,9,executed
стрілка,10,7,arrow
сучасне,10,7,modern
сфотографувати,10,14,take a picture of
схожість,10,8,similarity
тавро,10,5,brand
танцмайданчик,10,13,dance floor
танцюрист,10,9,dancer
тапас,10,5,tapas
тверезий,10,8,sober
творчість,10,9,art
телепень,10,8,goof
телешоу,10,7,TV show
теля,10,4,calf
течія,10,5,current
тимчасовий,10,10,temporary
тік-так,10,7,tick-tock
тонкий,10,6,thin
тощо,10,4,etc.
травка,10,6,weed
трансляція,10,10,broadcasting
тривалий,10,8,long
трьом,10,5,three
тужитися,10,8,to strive
туп,10,3,stupid
тура,10,4,tour
тяга,10,4,traction
тягти,10,5,pull
узор,10,4,pattern
указ,10,4,decree
уран,10,4,Uranus
урода,10,5,freak
усвідомлювати,10,13,realize
успішний,10,8,successful
утрьох,10,6,threesome
фантазія,10,8,fantasy
фізичний,10,8,physical
флейтовий,10,9,flute
фокусник,10,8,magician
фраєр,10,5,dude
фракція,10,7,faction
франко,10,6,ex
фрі,10,3,fries
фундамент,10,9,foundation
хвостик,10,7,tail
хижина,10,6,hut
хол,10,3,hall
хуртовина,10,9,blizzard
цвях,10,4,nail
цивільний,10,9,civil
цінувати,10,8,appreciate
черевик,10,7,boot
черед,10,5,turn
четвертак,10,9,quarter
чийсь,10,5,someone's
чилі,10,4,chili
чиновник,10,8,official
чіткий,10,6,clear
чур,10,3,chur
ше,10,2,she
шістьох,10,7,six
ш-ш-ш,10,5,sh-sh-sh
щирий,10,5,sincere
щільний,10,7,dense
щохвилини,10,9,every minute
юність,10,6,youth
ягня,10,4,lamb
якшо,10,4,if
аз,9,2,az
активний,9,8,active
акція,9,5,action
альтернатива,9,12,alternative
американо,9,9,Americano
амулет,9,6,amulet
анальний,9,8,anal
анус,9,4,anus
апельсин,9,8,orange
апокаліпсис,9,11,Apocalypse
апчхи,9,5,apchhi
армійський,9,10,army
безсоння,9,8,insomnia
берил,9,5,beryl
біні,9,4,beanie
біфштекс,9,8,steak
блювати,9,7,puke
богомол,9,7,mantis
бордо,9,5,Bordeaux
боржник,9,7,debtor
бортовий,9,8,on-board
брекети,9,7,braces
бродяга,9,7,tramp
вакансія,9,8,vacancy
вальтер,9,7,Walter
вантажний,9,9,freight
варення,9,7,jam
вартовий,9,8,sentry
ввічливість,9,11,politeness
вдача,9,5,nature
вдесятеро,9,9,tenfold
вдячність,9,9,appreciation
величний,9,8,majestic
вена,9,4,vein
верблюд,9,7,camel
виборний,9,8,elective
вигнання,9,8,exile
видніше,9,7,more visible
виймати,9,7,take out
викласти,9,8,to lay out
виключити,9,9,exclude
виконавець,9,10,performer
виліт,9,5,departure
випускати,9,9,produce
вислуховувати,9,13,hear
витри,9,5,wipe
витягати,9,8,to pull out
вияснити,9,8,to clarify
відберуть,9,9,will take away
відвідування,9,12,visiting
відірватися,9,11,to break away
відкладати,9,10,postpone
відкликати,9,10,withdraw
відлуння,9,8,echo
відмовляти,9,10,refuse
відсмоктати,9,11,to suck
відхилення,9,10,deviation
відшкодувати,9,12,to reimburse
вмить,9,5,instantly
вправа,9,6,exercise
вразливий,9,9,impressionable
врахувати,9,9,to take into account
врятований,9,10,saved
всупереч,9,8,contrary to
втішити,9,7,to comfort
втрачений,9,9,lost
вузол,9,5,node
вхідний,9,7,input
вчорашній,9,9,yesterday's
вшанувати,9,9,to honor
гангстер,9,8,gangster
ганебний,9,8,shameful
гарантовано,9,11,guaranteed
гардероб,9,8,wardrobe
гель,9,4,gel
генерація,9,9,generation
гидко,9,5,disgusting
глаукома,9,8,glaucoma
гнати,9,5,drive
гнида,9,5,nit
гній,9,4,manure
графа,9,5,column
графіка,9,7,graphics
громадський,9,11,public
гулянка,9,7,revelry
дарувати,9,8,give
дверцята,9,8,door
двійко,9,6,two
двобій,9,6,duel
дезертир,9,8,deserter
дейлі,9,5,daily
депозит,9,7,deposit
дитинча,9,7,baby
доброволець,9,11,volunteer
дожити,9,6,to live to see
домагання,9,9,harassment
допитати,9,8,to interrogate
дотримання,9,10,compliance
дяка,9,4,gratitude
дятел,9,5,woodpecker
еволюція,9,8,evolution
економити,9,9,save
експропріатор,9,13,expropriator
електрик,9,8,electrician
єврейка,9,7,Jewish woman
жакет,9,5,jacket
жартівник,9,9,joker
жебрак,9,6,beggar
жертвувати,9,10,sacrifice
забитий,9,7,clogged
забіг,9,5,race
заблокувати,9,11,block
забрало,9,7,took away
завдовжки,9,9,long
завезти,9,7,to bring in
загадковий,9,10,enigmatic
загублений,9,10,lost
задушити,9,8,strangle
заклопотаний,9,12,worried
закортіло,9,9,it was a bit of a struggle
закріпити,9,9,to fasten
залежати,9,8,depend
залучення,9,9,involvement
замочити,9,8,to soak
заперечити,9,10,to deny
запитувати,9,10,ask
запізнення,9,10,lateness
заповнювати,9,11,fill in
запрошувати,9,11,invite
заручник,9,8,hostage
заряджений,9,10,charged
застуда,9,7,cold
збіжжя,9,6,corn
збочення,9,8,perversion
збудований,9,10,built
зволікати,9,9,to delay
зворотний,9,9,reverse
здалека,9,7,from afar
здихатися,9,9,get rid of
злива,9,5,shower
зменшення,9,9,reduction
знавець,9,7,expert
знайдений,9,9,found
знайомство,9,10,acquaintance
знаменитість,9,12,celebrity
знижка,9,6,discount
зобразити,9,9,to depict
зоря,9,4,star
зрубати,9,7,to cut down
зухвалість,9,10,audacity
йога,9,4,yoga
ідеал,9,5,ideal
ідіотський,9,10,idiotic
імітація,9,8,imitation
калібр,9,6,caliber
каса,9,4,cash register
кастинг,9,7,casting
квадрант,9,8,quadrant
кельт,9,5,Celt
клініка,9,7,clinic
клінч,9,5,clinch
книжковий,9,9,bookish
кобра,9,5,cobra
кобуз,9,5,kobus
ковтати,9,7,swallow
ковтнути,9,8,to swallow
колготки,9,8,tights
коляска,9,7,carriage
комедія,9,7,comedy
комодор,9,7,commodore
компенсувати,9,12,compensate
комуніст,9,8,Communist
конкуренція,9,11,competition
контррозвідка,9,13,counterintelligence
кореспондент,9,12,correspondent
котлета,9,7,cutlet
кошеня,9,6,kitten
краска,9,6,paint
кришка,9,6,cover
кролиця,9,7,rabbit
крутити,9,7,twist
кубик,9,5,cube
купання,9,7,bathing
купон,9,5,coupon
куратор,9,7,curator
куріння,9,7,smoking
куток,9,5,corner
лабіринт,9,8,maze
лаз,9,3,hole
лебедя,9,6,swan
липень,9,6,July
лиходій,9,7,villain
личко,9,5,face
лігво,9,5,den
лікарняний,9,10,hospital
ліквідація,9,10,liquidation
література,9,10,literature
літературний,9,12,literary
ліхтар,9,6,lantern
лотерея,9,7,lottery
майстерність,9,12,skill
майстрів,9,8,masters
макарони,9,8,macaroni
мамця,9,5,mommy
мантія,9,6,mantle
масштаб,9,7,scale
махати,9,6,wave
медбрат,9,7,nurse
медуза,9,6,jellyfish
мельник,9,7,miller
мимоволі,9,8,involuntarily
миття,9,5,washing
мільйонер,9,9,millionaire
місцевість,9,10,locality
мкс,9,3,mks
можливий,9,8,possible
молодята,9,8,newlyweds
монетка,9,7,coin
монолог,9,7,monologue
морок,9,5,darkness
мрець,9,5,dead body
мужичок,9,7,little man
надавати,9,8,give
надерти,9,7,to dig
найбезпечніше,9,13,safest
найліпше,9,8,best
найменший,9,9,least
найперший,9,9,the very first
наклеп,9,6,slander
налаштований,9,12,tuned
налаштувати,9,11,to adjust
наповал,9,7,on the spot
напризволяще,9,12,at will
насолода,9,8,pleasure
наступати,9,9,attack
начисто,9,7,completely
небагатьох,9,10,few
небіж,9,5,nephew
невід,9,5,seine
недобрий,9,8,unkind
недолік,9,7,drawback
незвичайно,9,10,extraordinarily
неоднократно,9,12,repeatedly
несправний,9,10,defective
неспроста,9,9,for a reason
низка,9,5,series
нічка,9,5,night
ням-ням,9,7,yum-yum
обманювати,9,10,deceive
обмежений,9,9,limited
оборона,9,7,defense
обрізати,9,8,cut
огорожа,9,7,fence
одинак,9,6,singleton
ой-ой-ой,9,8,oh-oh-oh
опал,9,4,opal
оперувати,9,9,operate
оплакувати,9,10,mourn
осад,9,4,precipitate
осколок,9,7,splinter
охолодження,9,11,cooling
оцінювати,9,9,evaluate
очевидний,9,9,obvious
очманіти,9,8,to go crazy
паління,9,7,smoking
пастир,9,6,shepherd
пауза,9,5,pause
перебір,9,7,search
передбачуваний,9,14,intended
переддень,9,9,eve
передусім,9,9,above all
переконувати,9,12,convince
перепустка,9,10,permit
пихатий,9,7,haughty
підвищити,9,9,to increase
підводний,9,9,underwater
піддувало,9,9,blew
підозрілий,9,10,suspicious
підпоручник,9,11,second lieutenant
підприємство,9,12,enterprise
підрізати,9,9,prune
підставити,9,10,substitute
підступний,9,10,insidious
плавки,9,6,swimming trunks
пластинка,9,9,plate
побороти,9,8,overcome
побоювання,9,10,fear
повсякчас,9,9,always
погроза,9,7,threat
подив,9,5,surprise
позад,9,5,behind
полишити,9,8,to leave
половинка,9,9,half
полотно,9,7,canvas
по-людськи,9,10,humanly
помаранчевий,9,12,orange
помічниця,9,9,helpmate
пончо,9,5,poncho
порівняння,9,10,comparison
постаратися,9,11,to try
потомство,9,9,progeny
потоплення,9,10,drowning
похвалитися,9,11,to boast
почесний,9,8,honorific
поява,9,5,appearance
презентація,9,11,presentation
прес,9,4,press
претендент,9,10,applicant
приголомшливий,9,14,stunning
приймач,9,7,receiver
приказка,9,8,saying
примарний,9,9,ghostly
приспати,9,8,to put to sleep
приспів,9,7,chorus
пришити,9,7,sew on
програміст,9,10,programmer
проковтнути,9,11,swallow
пролетіти,9,9,to fly
прорватися,9,10,break through
просуватися,9,11,advance
протистояння,9,12,opposition
психологічний,9,13,psychological
раковина,9,8,sink
реактор,9,7,reactor
редагування,9,11,editing
реєстрація,9,10,registration
ресторанчик,9,11,restaurant
референдум,9,10,referendum
римлянин,9,8,Roman
рідня,9,5,relatives
розбагатіти,9,11,become rich
розгледіти,9,10,to see
розкішно,9,8,luxuriously
розкласти,9,9,to decompose
розлучитися,9,11,to divorce
розпач,9,6,despair
романтика,9,9,romance
ростити,9,7,raise
рохкання,9,8,grunt
ртуть,9,5,mercury
русло,9,5,channel
садівник,9,8,gardener
саке,9,4,sake
свердловина,9,11,well
святковий,9,9,festive
седан,9,5,sedan
сервант,9,7,sideboard
симпатично,9,10,cute
сингулярність,9,13,singularity
скала,9,5,rock
скалка,9,6,splinter
скарн,9,5,skarn
скромність,9,10,modesty
слизький,9,8,slippery
соціалізм,9,9,socialism
спатки,9,6,dates
спритний,9,8,agile
старання,9,8,effort
старатися,9,9,try
старіння,9,8,aging
стимул,9,6,stimulus
стимуляція,9,10,stimulation
стиснути,9,8,to squeeze
стійкий,9,7,resistant
стільниковий,9,12,honeycomb
столиця,9,7,capital
страта,9,6,execution
струм,9,5,current
сувенір,9,7,souvenir
табличка,9,8,plate
тайм,9,4,half
талісман,9,8,mascot
танок,9,5,dance
твердий,9,7,firm
теніс,9,5,tennis
теплий,9,6,warm
терапевт,9,8,therapist
тероризм,9,8,terrorism
терпець,9,7,patience
тертя,9,5,friction
торба,9,5,bag
транспортування,9,15,transportation
трико,9,5,tights
тріщина,9,7,crack
труна,9,5,coffin
туга,9,4,anguish
тьотя,9,5,aunt
убік,9,4,aside
ультра,9,6,ultra
умрете,9,6,you will die
унтер-офіцер,9,12,non-commissioned officer
упор,9,4,emphasis
усмішка,9,7,smile
уста,9,4,mouth
установа,9,8,institution
утворення,9,9,formation
фальшивий,9,9,FALSE
федерал,9,7,federal
фінанси,9,7,finances
флеш,9,4,flash
форзиція,9,8,forsythia
фотоальбом,9,10,photo album
франк,9,5,franc
француженка,9,11,Frenchwoman
хабарник,9,8,grafter
хвалитися,9,9,boast of
хитро,9,5,craftily
холодніше,9,9,colder
хрещення,9,8,baptism
цвіль,9,5,mold
цукерка,9,7,candy
чванство,9,8,swagger
чемоданчик,9,10,suitcase
чердак,9,6,attic
черево,9,6,belly
черниця,9,7,nun
чім,9,3,with what
чіплятися,9,9,cling
чоботях,9,7,boots
чутливість,9,10,sensitivity
шардоне,9,7,Chardonnay
шир,9,3,wide
шкала,9,5,scale
шкереберть,9,10,somersault
шокований,9,9,shocked
шпинат,9,6,spinach
шрапнель,9,8,shrapnel
шулер,9,5,rook
шуміти,9,6,noise
шурин,9,5,brother-in-law
щеплення,9,8,vaccination
щілина,9,6,cleft
щільно,9,6,tight
юридичний,9,9,legal
яв,9,2,java
ява,9,3,Java
японський,9,9,Japanese
яскравіше,9,9,brighter
ясність,9,7,clarity
аварійний,8,9,emergency
август,8,6,August
автоматичний,8,12,automatic
агресивний,8,10,aggressive
алхімік,8,7,alchemist
аналогія,8,8,analogy
анонімний,8,9,anonymous
арабська,8,8,Arabic
архітектура,8,11,architecture
астма,8,5,asthma
атестат,8,7,certificate
бабах,8,5,women
банківський,8,11,bank
барабан,8,7,drum
бездоганний,8,11,impeccable
безробіття,8,10,unemployment
безтурботний,8,12,carefree
безуспішно,8,10,unsuccessfully
бейбі,8,5,baby
бензол,8,6,benzene
бінго,8,5,bingo
біолог,8,6,biologist
благання,8,8,supplication
благословіння,8,13,blessing
блокування,8,10,locking
блузка,8,6,blouse
бляха-муха,8,10,tin fly
богохульство,8,12,profanity
болів,8,5,pain
бомж,8,4,homeless person
бонжур,8,6,bonjour
борець,8,6,fighter
бочок,8,5,barrel
брама,8,5,gateway
брейк,8,5,break
брехливий,8,9,lying
брехуха,8,7,liar
брухт,8,5,junk
бугай,8,5,bittern
бульвар,8,7,boulevard
бурмотіння,8,10,mumbling
важкувато,8,9,a bit difficult
вакуум,8,6,vacuum
ввічливий,8,9,polite
велебний,8,8,illustrious
вересень,8,8,September
верещати,8,8,yell
вигин,8,5,bend
виголосити,8,10,pronounce
визволити,8,9,free
викрутка,8,8,screwdriver
вилитий,8,7,cast
вилікуватися,8,12,to recover
вилка,8,5,fork
вимір,8,5,measurement
виростити,8,9,to grow
виселення,8,9,eviction
вислизнути,8,10,slip
виставка,8,8,exhibition
вистачатиме,8,11,will suffice
вистояти,8,8,stand
висунути,8,8,to put forward
витерти,8,7,wipe
витягувати,8,10,extract
вівцями,8,7,sheep
відбір,8,6,selection
відвага,8,7,courage
віддавна,8,8,long ago
відзначити,8,10,to note
відключення,8,11,disconnection
відрядження,8,11,assignment
відчуження,8,10,alienation
вісімсот,8,8,eight hundred
вловити,8,7,to catch
вогняний,8,8,fiery
водичка,8,7,water
воєводський,8,11,voivodeship
вожак,8,5,ringleader
волейбол,8,8,volleyball
володіти,8,8,have
впливати,8,8,influence
встановлений,8,12,installed
встановлювати,8,13,establish
встромити,8,9,to stick
вступати,8,8,enter
втриматися,8,10,to hold on
вшиватися,8,9,to sew in
галка,8,5,daw
ганчірка,8,8,rag
ганятися,8,8,to chase
гасло,8,5,motto
гелій,8,5,helium
генетичний,8,10,genetic
гівняний,8,8,shitty
гладкий,8,7,smooth
гов,8,3,cow
головка,8,7,head
голокост,8,8,Holocaust
голосний,8,8,loud
голубка,8,7,dove
гомін,8,5,noise
гранат,8,6,garnet
далебі,8,6,far away
далечінь,8,8,distance
дезодорант,8,10,deodorant
делегат,8,7,delegate
дель,8,4,del
джерсі,8,6,jersey
дзвіночок,8,9,bell
дивина,8,6,wonder
диктофон,8,8,dictaphone
диліжанс,8,8,stagecoach
дипломат,8,8,diplomat
дискредитувати,8,14,discredit
дитсадок,8,8,kindergarten
діабет,8,6,diabetes
дійсність,8,9,reality
дінеться,8,8,will go away
довезти,8,7,to deliver
дока,8,4,dock
документальний,8,14,documentary
донечка,8,7,daughter
допити,8,6,interrogate
достеменно,8,10,certainly
доцент,8,6,docent
драматичний,8,11,dramatic
дуло,8,4,muzzle
евакуювати,8,10,evacuate
жадібність,8,10,avarice
жак,8,3,jack
жалість,8,7,pity
женеться,8,8,chasing
женуться,8,8,are chasing
жуйка,8,5,chewing gum
заводити,8,8,start
загасити,8,8,extinguish
загубити,8,8,lose
задира,8,6,bully
заєць,8,5,hare
закласти,8,8,to lay
закопати,8,8,to bury
замалий,8,7,too small
записаний,8,9,recorded
записатися,8,10,to sign up
заправити,8,9,to fill
запускати,8,9,launch
засадити,8,8,to plant
засновник,8,9,founder
зауважити,8,9,to notice
зацікавленість,8,14,interest
зачинений,8,9,closed
зберуться,8,9,will gather
збиток,8,6,loss
збрехати,8,8,to lie
збуджений,8,9,excited
звалище,8,7,landfill
зварити,8,7,cook
зверхньо,8,8,haughtily
звинувачений,8,12,accused
звідкись,8,8,from somewhere
зворушений,8,10,touched
згодний,8,7,consonant
здерти,8,6,to tear off
здійснення,8,10,implementation
здійснювати,8,11,carry out
зиск,8,4,profit
зітре,8,5,erase
злетіти,8,7,fly up
змагатися,8,9,compete
змити,8,5,to wash away
знайомитися,8,11,to get acquainted
зухвалий,8,8,daring
йон,8,3,ion
іграх,8,5,games
іграшковий,8,10,toy
ізабелла,8,8,Isabella
ізолювати,8,9,isolate
інакший,8,7,another
інвестиція,8,10,investment
інгалятор,8,9,inhaler
інквізитор,8,10,inquisitor
інструктор,8,10,instructor
істерика,8,8,hysterics
істинний,8,8,TRUE
кабаре,8,6,cabaret
казалась,8,8,seemed
казан,8,5,cauldron
кайзер,8,6,kaiser
калібрування,8,12,calibration
камін,8,5,fireplace
камінець,8,8,pebble
кантрі,8,6,country
капучино,8,8,cappuccino
катаклізм,8,9,cataclysm
каталог,8,7,catalog
категорія,8,9,category
катер,8,5,cutter
каюк,8,4,kayak
кво,8,3,quo
кебаб,8,5,kebab
кермувати,8,9,to steer
киця,8,4,pussycat
кінозірка,8,9,movie star
кінчити,8,7,to finish
клаптик,8,7,patch
клеймо,8,6,brand
клеїти,8,6,glue
кліп,8,4,clip
клітина,8,7,cell
ключик,8,6,key
ковбаса,8,7,sausage
колектив,8,8,collective
коливання,8,9,fluctuation
колонка,8,7,column
комбінезон,8,10,overalls
коментар,8,8,comment
комікс,8,6,comics
компонент,8,9,component
комуна,8,6,commune
конвеєр,8,7,conveyor
конгресмен,8,10,congressman
консул,8,6,consul
консульство,8,11,consulate
контролер,8,9,controller
коняка,8,6,horse
копання,8,7,digging
копнути,8,7,to dig
котик,8,5,cat
кравець,8,7,tailor
краля,8,5,king
крек,8,4,crack
кримінальний,8,12,criminal
крихітний,8,9,tiny
крю,8,3,crew
ку-ку,8,5,cuckoo
курчатко,8,8,chick
кусачки,8,7,nippers
кухоль,8,6,mug
лакей,8,5,lackey
лапочка,8,7,sweetie
лат,8,3,Lats
либонь,8,6,probably
лисиця,8,6,fox
лихоманка,8,9,fever
лицемір,8,7,hypocrite
лікер,8,5,liqueur
лімузин,8,7,limousine
ліпший,8,6,better
ломка,8,5,demolition
магніт,8,6,magnet
майонез,8,7,mayonnaise
малювання,8,9,painting
мамка,8,5,nurse
маневр,8,6,maneuver
мара,8,4,ghost
марний,8,6,vain
марнування,8,10,dissipation
мастило,8,7,oil
мачете,8,6,machete
метеорит,8,8,meteorite
миска,8,5,bowl
мікрознімок,8,11,micrograph
міль,8,4,moth
місцина,8,7,place
місячне,8,7,monthly
мітла,8,5,broom
мобільник,8,9,mobile phone
молити,8,6,to pray
морфій,8,6,morphine
мотуз,8,5,cord
навантаження,8,12,load
навмання,8,8,at random
наздогнати,8,10,catch up
називатися,8,10,to be called
найменш,8,7,least
наймолодший,8,11,youngest
найсмішніше,8,11,the funniest
найстарший,8,10,eldest
найстрашніше,8,12,the worst
найщасливіший,8,13,the happiest
наостанок,8,9,finally
наповнений,8,10,full
народний,8,8,national
насущний,8,8,daily
начальників,8,11,bosses
небезпечніше,8,12,more dangerous
небуття,8,7,nothingness
невідповідний,8,13,inappropriate
негаразд,8,8,adversity
недоречно,8,9,inappropriate
незалежність,8,12,independence
незначний,8,9,minor
ненавмисне,8,10,unintentionally
необачно,8,8,recklessly
непереливки,8,11,non-translucent
непереможний,8,12,invincible
неподобство,8,11,ugliness
непотрібний,8,11,unnecessary
неприємний,8,10,unpleasant
неприємність,8,12,nuisance
нескінченний,8,12,endless
несправедливість,8,16,injustice
нечувано,8,8,unheard of
нитка,8,5,thread
ніготь,8,6,nail
номерний,8,8,number plate
обдарований,8,11,gifted
обманути,8,8,to deceive
овес,8,4,oat
одержати,8,8,get
одиниця,8,7,unit
одягнутися,8,10,to get dressed
озон,8,4,ozone
окремий,8,7,separate
ом,8,2,ohm
опалення,8,8,heating
операційна,8,10,operating room
оргія,8,5,orgy
освіжувач,8,9,freshener
освітлення,8,10,lighting
офшор,8,5,offshore
палестина,8,9,Palestine
параноїк,8,8,paranoid
пастернак,8,9,parsnip
первістка,8,9,firstborn
перевищення,8,11,excess
передбачати,8,11,provide
передумати,8,10,to change one's mind
переїжджати,8,11,to move
переліт,8,7,flight
перемагати,8,10,win
перетинати,8,10,cross
періодично,8,10,periodically
петля,8,5,loop
півмільярда,8,11,half a billion
підборіддя,8,10,chin
підгузок,8,8,nappy
підказка,8,8,hint
підключити,8,10,connect
підкупити,8,9,to bribe
піднесення,8,10,exaltation
підніматися,8,11,rise
підозра,8,7,suspicion
підписання,8,10,signature
підписатися,8,11,sign up
